"dataset_identifier","file_name","individual_id","keepornot","scientific_name","common_name","abbreviated_name","sex","age_class","device_id","device_type","deployment_site","deployment_year","deployment_month","deployment_day","deployment_time","deployment_decimal_longitude","deployment_decimal_latitude","data_contact","contact_email","comments"
"CEBC_albatrosses","BBAL-Kerguelen-CF38525-19665-2010_loc_analyse.txt","BBAL-Kerguelen-CF38525-19665-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19665","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,1,21,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","BBAL-Kerguelen-NA-19688-2010_loc_analyse.txt","BBAL-Kerguelen-NA-19688-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19688","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,2,20,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","BBAL-Kerguelen-CF38656-19684-2010_loc_analyse.txt","BBAL-Kerguelen-CF38656-19684-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19684","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,2,25,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","BBAL-Kerguelen-CF15504-19683-2010_loc_analyse.txt","BBAL-Kerguelen-CF15504-19683-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19683","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,3,1,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","BBAL-Kerguelen-CF31736-19677-2010_loc_analyse.txt","BBAL-Kerguelen-CF31736-19677-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19677","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,3,5,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","BBAL-Kerguelen-CF40569-19679-2010_loc_analyse.txt","BBAL-Kerguelen-CF40569-19679-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19679","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,3,7,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","BBAL-Kerguelen-CF31822-19682-2010_loc_analyse.txt","BBAL-Kerguelen-CF31822-19682-2010_loc_analyse.txt","Keep","Thalassarche melanophris","Black-browed albatross","BBAL","U","","19682","GLS","Canyon des Sourcils Noirs Sud, Kerguelen Island",2013,3,12,"",70.24305556,-49.68638889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21107-5325-2007_WINTER1_analyse.txt","WAAL-Crozet-BS21107-5325-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5325","GLS","Cove of the Sphinx, Crozet Islands",2007,11,30,"",51.86583,-47.23333,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9508-5312-2007_WINTER1_analyse.txt","WAAL-Crozet-BS9508-5312-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5312","GLS","Petite Manchotiere, Crozet Islands",2007,11,30,"",51.8,-46.37778,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS25745-1119-2005_WINTER1_analyse.txt","WAAL-Crozet-BS25745-1119-2005_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","1119","GLS","Pointe Basse, Crozet Islands",2006,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20054-542-2006_WINTER1_analyse.txt","WAAL-Crozet-BS20054-542-2006_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","542","GLS","Pointe Basse, Crozet Islands",2007,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS12502-541-2006_WINTER1_analyse.txt","WAAL-Crozet-BS12502-541-2006_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","541","GLS","Pointe Basse, Crozet Islands",2007,4,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS27709-532-2006_WINTER1_analyse.txt","WAAL-Crozet-BS27709-532-2006_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","532","GLS","Pointe Basse, Crozet Islands",2007,4,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS22864-540-2006_WINTER1_analyse.txt","WAAL-Crozet-BS22864-540-2006_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","540","GLS","Pointe Basse, Crozet Islands",2007,4,4,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS4655-536-2006_WINTER1_analyse.txt","WAAL-Crozet-BS4655-536-2006_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","536","GLS","Pointe Basse, Crozet Islands",2007,4,16,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS12505-5319-2007_WINTER1_analyse.txt","WAAL-Crozet-BS12505-5319-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5319","GLS","Pointe Basse, Crozet Islands",2007,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS19239-1087-2007_WINTER1_analyse.txt","WAAL-Crozet-BS19239-1087-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","1087","GLS","Pointe Basse, Crozet Islands",2007,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS25844-5321-2007_WINTER1_analyse.txt","WAAL-Crozet-BS25844-5321-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5321","GLS","Pointe Basse, Crozet Islands",2007,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS5728-5324-2007_WINTER1_analyse.txt","WAAL-Crozet-BS5728-5324-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5324","GLS","Pointe Basse, Crozet Islands",2007,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9176-5318-2007_WINTER1_analyse.txt","WAAL-Crozet-BS9176-5318-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5318","GLS","Pointe Basse, Crozet Islands",2007,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS6229-5311-2007_WINTER1_analyse.txt","WAAL-Crozet-BS6229-5311-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5311","GLS","Pointe Basse, Crozet Islands",2007,12,13,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS18847-5317-2007_WINTER1_analyse.txt","WAAL-Crozet-BS18847-5317-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5317","GLS","Pointe Basse, Crozet Islands",2008,1,2,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21632-5315-2007_WINTER1_analyse.txt","WAAL-Crozet-BS21632-5315-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5315","GLS","Pointe Basse, Crozet Islands",2008,1,12,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20054-542-2006_WINTER2_analyse.txt","WAAL-Crozet-BS20054-542-2006_WINTER2_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","542","GLS","Pointe Basse, Crozet Islands",2008,3,14,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS23605-5559-2007_WINTER1_analyse.txt","WAAL-Crozet-BS23605-5559-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5559","GLS","Pointe Basse, Crozet Islands",2008,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS27709-532-2006_WINTER2_analyse.txt","WAAL-Crozet-BS27709-532-2006_WINTER2_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","532","GLS","Pointe Basse, Crozet Islands",2008,4,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21617-5558-2007_WINTER1_analyse.txt","WAAL-Crozet-BS21617-5558-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5558","GLS","Pointe Basse, Crozet Islands",2008,4,14,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20227-5557-2007_WINTER1_analyse.txt","WAAL-Crozet-BS20227-5557-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5557","GLS","Pointe Basse, Crozet Islands",2008,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20233-5322-2007_WINTER1_analyse.txt","WAAL-Crozet-BS20233-5322-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5322","GLS","Pointe Basse, Crozet Islands",2008,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20575-5565-2007_WINTER1_analyse.txt","WAAL-Crozet-BS20575-5565-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5565","GLS","Pointe Basse, Crozet Islands",2008,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21228-5574-2007_WINTER1_analyse.txt","WAAL-Crozet-BS21228-5574-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5574","GLS","Pointe Basse, Crozet Islands",2008,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS25209-5562-2007_WINTER1_analyse.txt","WAAL-Crozet-BS25209-5562-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5562","GLS","Pointe Basse, Crozet Islands",2008,12,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS23203-5547-2007_WINTER1_analyse.txt","WAAL-Crozet-BS23203-5547-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5547","GLS","Pointe Basse, Crozet Islands",2008,12,21,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21794-5561-2007_WINTER1_analyse.txt","WAAL-Crozet-BS21794-5561-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5561","GLS","Pointe Basse, Crozet Islands",2008,12,23,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS19469-5316-2007_WINTER1_analyse.txt","WAAL-Crozet-BS19469-5316-2007_WINTER1_analyse.txt","Modify","Diomedea exulans","Wandering albatross","WAAL","U","","5316","GLS","Pointe Basse, Crozet Islands",2008,12,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS12318-5566-2007_WINTER1_analyse.txt","WAAL-Crozet-BS12318-5566-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5566","GLS","Pointe Basse, Crozet Islands",2009,1,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS8831-5554-2007_WINTER1_analyse.txt","WAAL-Crozet-BS8831-5554-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5554","GLS","Pointe Basse, Crozet Islands",2009,1,7,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9067-5569-2007_WINTER1_analyse.txt","WAAL-Crozet-BS9067-5569-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5569","GLS","Pointe Basse, Crozet Islands",2009,1,7,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS22900-5549-2007_WINTER1_analyse.txt","WAAL-Crozet-BS22900-5549-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5549","GLS","Pointe Basse, Crozet Islands",2009,3,9,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS11675-5564-2007_WINTER1_analyse.txt","WAAL-Crozet-BS11675-5564-2007_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5564","GLS","Pointe Basse, Crozet Islands",2009,3,22,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20520-10367-2009_WINTER1_analyse.txt","WAAL-Crozet-BS20520-10367-2009_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","10367","GLS","Pointe Basse, Crozet Islands",2010,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21220-10365-2009_WINTER1_analyse.txt","WAAL-Crozet-BS21220-10365-2009_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","10365","GLS","Pointe Basse, Crozet Islands",2010,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS6791-10371-2009_WINTER1_analyse.txt","WAAL-Crozet-BS6791-10371-2009_WINTER1_analyse.txt","Modify","Diomedea exulans","Wandering albatross","WAAL","U","","10371","GLS","Pointe Basse, Crozet Islands",2010,6,11,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21342-10303-2009_WINTER1_analyse.txt","WAAL-Crozet-BS21342-10303-2009_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","10303","GLS","Pointe Basse, Crozet Islands",2010,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS23207-10388-2009_WINTER1_analyse.txt","WAAL-Crozet-BS23207-10388-2009_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","10388","GLS","Pointe Basse, Crozet Islands",2010,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9067-5569-2007_WINTER2_analyse.txt","WAAL-Crozet-BS9067-5569-2007_WINTER2_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5569","GLS","Pointe Basse, Crozet Islands",2010,12,2,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS19469-5316-2007_WINTER2_analyse.txt","WAAL-Crozet-BS19469-5316-2007_WINTER2_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","5316","GLS","Pointe Basse, Crozet Islands",2010,12,10,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21365-10304-2009_WINTER1_analyse.txt","WAAL-Crozet-BS21365-10304-2009_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","10304","GLS","Pointe Basse, Crozet Islands",2011,1,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS8837-10306-2009_WINTER1_analyse.txt","WAAL-Crozet-BS8837-10306-2009_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","10306","GLS","Pointe Basse, Crozet Islands",2011,1,13,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9466-22660-2010_WINTER2_analyse.txt","WAAL-Crozet-BS9466-22660-2010_WINTER2_analyse.txt","Modify","Diomedea exulans","Wandering albatross","WAAL","U","","22660","GLS","Pointe Basse, Crozet Islands",2011,3,28,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS10855-22671-2010_WINTER1_analyse.txt","WAAL-Crozet-BS10855-22671-2010_WINTER1_analyse.txt","Discard","Diomedea exulans","Wandering albatross","WAAL","U","","22671","GLS","Pointe Basse, Crozet Islands",2011,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21617-22672-2010_WINTER1_analyse.txt","WAAL-Crozet-BS21617-22672-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22672","GLS","Pointe Basse, Crozet Islands",2011,3,31,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS25167-22677-2010_WINTER1_analyse.txt","WAAL-Crozet-BS25167-22677-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22677","GLS","Pointe Basse, Crozet Islands",2011,4,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9466-22660-2010_WINTER1_analyse.txt","WAAL-Crozet-BS9466-22660-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22660","GLS","Pointe Basse, Crozet Islands",2011,4,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20479-22663-2010_WINTER1_analyse.txt","WAAL-Crozet-BS20479-22663-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22663","GLS","Pointe Basse, Crozet Islands",2011,4,2,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20589-22667-2010_WINTER1_analyse.txt","WAAL-Crozet-BS20589-22667-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22667","GLS","Pointe Basse, Crozet Islands",2011,4,5,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20259-22676-2010_WINTER1_analyse.txt","WAAL-Crozet-BS20259-22676-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22676","GLS","Pointe Basse, Crozet Islands",2011,4,6,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21387-22669-2010_WINTER1_analyse.txt","WAAL-Crozet-BS21387-22669-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22669","GLS","Pointe Basse, Crozet Islands",2011,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS27642-22675-2010_WINTER1_analyse.txt","WAAL-Crozet-BS27642-22675-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22675","GLS","Pointe Basse, Crozet Islands",2011,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS9462-22685-2010_WINTER1_analyse.txt","WAAL-Crozet-BS9462-22685-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22685","GLS","Pointe Basse, Crozet Islands",2011,11,30,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS20752-22670-2010_WINTER1_analyse.txt","WAAL-Crozet-BS20752-22670-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22670","GLS","Pointe Basse, Crozet Islands",2011,12,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21337-22680-2010_WINTER1_analyse.txt","WAAL-Crozet-BS21337-22680-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22680","GLS","Pointe Basse, Crozet Islands",2011,12,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS27614-22658-2010_WINTER1_analyse.txt","WAAL-Crozet-BS27614-22658-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22658","GLS","Pointe Basse, Crozet Islands",2011,12,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS21258-22664-2010_WINTER1_analyse.txt","WAAL-Crozet-BS21258-22664-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22664","GLS","Pointe Basse, Crozet Islands",2011,12,2,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS25422-22665-2010_WINTER1_analyse.txt","WAAL-Crozet-BS25422-22665-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22665","GLS","Pointe Basse, Crozet Islands",2011,12,14,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS22903-22681-2010_WINTER1_analyse.txt","WAAL-Crozet-BS22903-22681-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22681","GLS","Pointe Basse, Crozet Islands",2011,12,19,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS8390-22679-2010_WINTER1_analyse.txt","WAAL-Crozet-BS8390-22679-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22679","GLS","Pointe Basse, Crozet Islands",2012,1,1,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
"CEBC_albatrosses","WAAL-Crozet-BS11354-22666-2010_WINTER1_analyse.txt","WAAL-Crozet-BS11354-22666-2010_WINTER1_analyse.txt","Keep","Diomedea exulans","Wandering albatross","WAAL","U","","22666","GLS","Pointe Basse, Crozet Islands",2012,1,4,"",51.70583,-46.35889,"CEBC (Henri Weimerskirch & Karine Delord)","henri.weimerskirch@cebc.cnrs.fr",""
